# Searching for station nr  7150 in ghcnm.tavg.v3.qca v3.3.0.20161102
# PARIS/LE BOURGET    FRANCE    (FRANCE)
# coordinates:  48.80N,    2.50E,      53.0m (prob:   52m)
# WMO station code:  7150 PARIS/LE_BOURGET              
# tavg [Celsius] daily mean temperature (adjusted) from GHCN-M v3.3.0.20161102
 1930    6.6    3.0    7.4   10.7   12.8   18.7   17.5   18.3   15.3   11.9    8.4    4.0
 1931    4.1    3.7    5.7    9.3   14.6   18.0   17.9   16.7   12.3    9.7    8.1    3.6
 1932    5.0    1.4    5.6    8.9   12.9   17.0   18.1   21.2   17.0   10.8    7.0    5.2
 1933    1.7    4.3    8.6   10.9   14.2   16.4   20.4   20.4   16.7   11.7    4.7   -2.0
 1934    3.5    2.7    6.1   11.9   14.7   18.3   21.1   17.8   17.7   12.5    5.9    8.2
 1935    3.3    5.5    6.4    9.9   12.6   18.8   20.1   18.6   15.9   10.3    7.3    3.8
 1936    6.5    3.9    8.4    8.3   14.9   17.5   17.2   18.2   15.8    9.3    6.7    4.0
 1937    5.7    7.3    5.7   10.9   15.5   17.2   18.8   19.5   15.4   11.7    5.4    3.1
 1938    5.3    4.1    9.7    8.3   12.5   18.3   17.9   18.8   16.0   10.7   10.0    2.4
 1939    6.0    4.6    6.1   11.3   12.8   17.8   17.5   18.1   15.1    9.8    9.4    2.5
 1940   -2.4    4.4    7.5   10.5   14.9   18.7   17.3   17.4   15.4   10.3    7.8    1.2
 1941    0.0    4.1    7.8    8.7   11.3   18.1   20.0   16.8   16.1   11.3    6.5    4.2
 1942   -1.1   -1.9    8.2   12.3   14.1   17.2   18.0   19.1   16.2   12.9    5.3    5.0
 1943    5.6    5.0    8.2   13.0   15.2   16.7   20.2   18.8   15.2   12.1    5.8    2.7
 1944    5.3    2.0    5.0   11.9   14.1   16.0   19.0   21.2   14.6   10.2    7.2    3.6
 1945   -1.9    7.7    9.0   12.8   16.0   18.8   20.6   18.6   16.7   12.4    5.9    4.9
 1946    0.8    6.9    6.7   12.0   13.8   15.8   19.8   17.3   16.3   10.7    7.2    1.2
